,titles,ratings,reviews,dates,replies,reply_dates
1537,Auchan-Traiteur trés mauvais foie gras…,1,"Auchan-Traiteur trés mauvais foie gras de canard du sud-ouest entier    en 180 grs a 94,39£ le kilo  de chez Philppe et Pascale BOP a Aire sur ADOUR(LANDES)",2019-12-26T17:29:48.000Z,,
1538,Je ne Recommande pas Auchan.fr,1,"Je ne Recommande pas Auchan.fr, j'ai commandé un fauteuil à 349 € ça fait 3 semaines que j'attends qu'il arrive sur les trois semaines je n'ai fait que appeler il me disait à chaque fois qu'il va arriver que c'était question de colis car il en avait trois et qu'il fallait les scanner au final aujourd'hui on m'appelle pour m'annoncer que le fauteuil repart à l'expéditeur suite à une anomalie lol alors on me demande ce que je souhaite remboursement ou renvoi bien évidemment je demande remboursement en espérant qu'il ne galère pas à me rembourser comme il envoie les colis . 
Honte a vous . Plus jamais des vraie incapable .",2019-12-24T12:52:09.000Z,,
1539,PRODUITS BAS DE GAMMES A FUIR !!,1,"UN SALE BOUI BOUI A FUIR !!
On a acheté des produits traiteurs, empanadas de thon, 
accras de morue, et des falafells surgelés;
Inmangeables! 
tout est hyper bas de gamme, gras, gout chimique, et
on ne trouve pas la recette qu on connait;
Tout est mauvais et TRES cher pour ce que c est!!
DANS ma boutique bio j ai bien meilleur et c est du bio, comme du fait maison !
LE service consommateur inéfficcace !!
on me fait perdre 30 minutes pour rien, on me demande plein de détails sans rien noter!! puis on me demande d appeler un numéro surtaxé!! ODIEUX !
JE SUIS FURIEUSE !!
j ai demandé à être joint par mail;
j ai pu ainsi remplir un questionnaire;
j attend la suite",2019-12-23T16:38:47.000Z,,
1540,J ai acheté de quoi fait un plateau de…soirée fruit de mer,2,"J ai acheté de quoi faire plateau de fruit de mer ce soir , pour 6 personnes 100 euros!!les boulots dégoûtant rempli de sable et les pâtes de crabes de l eau dedans!!!!le reste convenable,mais ca vaut pas un bon poissonnier!!!☹️merci auchan..... 😛😜",2019-12-22T00:52:40.000Z,,
1541,Auchan.fr a fuir!!,1,"Très mauvais service après vente ! Remboursement sous 10 jours soit disant, alors que j'ai commandée le 28/11 et je n'ai toujours pas été remboursée. Depuis je me bas par téléphone avec eux afin de pouvoir être remboursée... Toujours rien... A fuir.",2019-12-22T00:03:56.000Z,,
1542,Si j'avais su j'aurais consulté les…,1,"Si j'avais su j'aurais consulté les avis Truspilot avant!!! Ça m'apprendra a oublier les bons réflexes!!
Commande 656918510...cadeau d'anniversaire de ma fille...qui devait arriver le 12/12 pour le 19!
En plus, et...heureusement d'ailleurs, j'avais pris de la marge.
Colis perdu ...mon buraliste relais colis me l'a avoué et montré sur son boitier.
J'envois un mail au service client le 18...reponse le 20 par une facture...colis soit disant distribué dans ma boite aux lettres...dixit le suivi colissimo.
Grosse blague!!! Bien sûr maintenant c'est le début du parcours du combattant!!!
Ma fille a eu sa poupée, je l'ai recommandé ailleurs!!",2019-12-20T23:46:24.000Z,,
1543,valise marque… Murano Garentie 2 ans,1,Bonjour  j'ai acheté une valise marque Murano  a Auchan Plaisir pour mon premier voyage cassée j'ai téléphoné au service clientèle elle m'a répondu pas de problème on vous fait l’échange ou remboursement et a Auchan Plaisir le chef de rayon n'a rien voulu savoir  j'attends une réponse de vous à ce sujet j’espère avoir gain de cause  Cordialement  jcm,2019-12-20T16:11:29.000Z,,
1544,Attention !,1,"Bonjour à tous faite super attention aux achats en ligne avec Auchan, je vous explique ma situation:j'ai commander pour 80 euros de course avec des promo super intéressante en mode livraison. Il est venu après deux heures de retard et en plus pour combler le tous il me manquais casiment toute ma commande soit disant le livreur ne sachant pas pourquoi....  Il livre mais il sait pas ce qu'il livre... Sa craint.!!! En plus il me demande de signer... La blague je lui ai dit non il me manque  l
Cadiments toute ma commande le livreur agacer lol s'en va. C'est inadmissible de croire que livreur puise voler votre commande et après ils vous disent ""mais ce n'est pas grave faite une réclamation ils vont vous rembourser"". Ne vous faite jamais livrer aller le cherché au drive !",2019-12-19T22:27:20.000Z,,
1545,une horreur sans nom!!!!!!,1,"site abominable en prise en charge client, Auchan n as  aucune compétences en prise en charge sav!!!!! je vous explique: j ai commandé un compresseur dossier 656656630 pour terminer l enduit de ma maison, marchandise reçu , je déballe est la,  l  horreur!!!! appareil avec du gras de partout (traces d utilisation) et avec aucun accessoires (même les roulettes)   pour une commande à 679 euros..il ne vérifie mm pas ce qui envoie, je rappel la hotline, après 49 appels de 40 min(soit 9h au cumul) à Agadir, 2 courrier recommandé au siège et 42 mail envoyé sur le portail, j en suis au même point de départ,  c est à dire aucune prise en charge, ils ont mm réussit à me faire oublier l objet de mes appels, tellement ils avait créer de dossier et sous dossier à mon nom,, j allais oublier chaque appel que l on fait, les hotlineur transmette ( je sais pas à qui) aller commander à la concurrence c est mieux !!!!!!",2019-12-19T20:09:55.000Z,,
1546,A fuir,1,"Manque de professionnalisme total font déplacé les gens pour rien concernant la commande retrait 1h ou toute autre commande honteux aucun geste commercial aucune écoute c'est à peine si c'est notre faute

Honteux j'aurais tellement a dire mais sa serais beaucoup trop long à lire 

mais le principal est que je déconseille fortement les achats sur le site auchan même les commandes payer !",2019-12-19T18:42:39.000Z,,
1547,Auchan.fr ??????,1,"Auchan.fr ??????
Absence totale de service, j'ai commandé un article soit disant en enlèvement 1h en magasin.
Résultat rien dans ce dit magasin.
On c'est même permis d'annuler ma commande sans m'en informer, 
Aucun arrangement possible avec l'interlocuteur,
Un vrai dialogue de sourd.
Aucun sens commercial afin de trouver un dénouement afin de satisfaire le client.
C'est déplorable, il veulent luter contre la concurrence ( Amazon, c.discoun...) mais il s ne leur arrive pas à la cheville.
Gros besoin de formation logistique et relations clients.
Une chose est sur,pour ma part, aucune publicité envers cette enseigne.
En conclusion il perde un client.",2019-12-19T17:12:48.000Z,,
1548,Auchan st loup marseille 18 décembre 2019 18h45,1,"Auchan st loup marseille 
Mercredi 18 décembre 2019 18h45
Une personne handicap ce presente à  la caisse libre service muni de sa carte d'invalidité.
La personne qui est en charge de l'aiguillage pour fluidifier le passage ce presentant comme le responsable, refuse de laisser passer la personne handicapé sous le prétexte que pour les handicapé, il fallait ce présenter à l accueil situé à l'opposé du magasin pour demander l'ouverture d'une caisse.
Cette personne  soutenait que ce sont les consignes de la firection, qui est en contradictions déjà  des affiches présentes devant chaques caisses.",2019-12-18T18:25:38.000Z,,
1549,Une commande passée début décembre ne…,1,"Une commande passée début décembre ne me sera jamais livrée, elle a été annulée après quatre requêtes auprès du service client qui me l’a annoncé fort tranquillement du style, parle toujours c’est comme çà ! Scandaleux ! Par contre pour encaisser, pas de retard !,
Je n’ai qu’à repasser la commande m’a-t-on dit !.....
Il me faut attendre 72Hoo pour être remboursé alors que les articles sont dispos, il suffisait de garder l’argent et me les renvoyer en express, s’en est terminé de cette enseigne dirigée par des amateurs !
Je ne suis pas le seul à être en colère et jesper3 que ça leur nuira au final....",2019-12-18T17:43:14.000Z,,
1550,Même une étoile c'est trop pour…,1,"Même une étoile c'est trop pour l'incompétence ""XXL"" d'Auchan-Boulanger ! J'ai commandé en magasin un lave-vaisselle samedi 14/12/2019, payé 429 € par carte bancaire à la caisse. L'après-midi même j'ai été contacté pour m'annoncer que le produit n'était pas disponible ! Ma commande a été annulée et je devais être remboursé sur ma carte bancaire sous 8 jours. Retournant au magasin aujourd'hui mercredi 18/12/2019, je m'en suis inquiété. Une des employées de l'accueil a appelé le service client qui a annoncé un remboursement par chèque sous 14 jours !!!! Que de rebondissements ! Pugnace par nature, j'ai ensuite appelé moi-même le service client qui ne voit pas où est le problème : retenir 429€ pendant plus de 14 jours (je dois recevoir le chèque le 2 janvier, donc le temps de l'encaisser...) pour aucun service serait normal ???? Un responsable doit me rappeler à 18h30. Vu les commentaires lus sur ce site, j'en doute ! Je ne me lasserai pourtant pas de rappeler le service client voire de faire un sitting en magasin car Auchan est tout simplement MALHONNÊTE ! 
Mise à jour de l'avis le 1er janvier 2020 pour bien commencer l'année... Je n'ai effectivement pas été rappelé. J'ai donc rappelé à plusieurs reprises. Après environ 6h de communication avec le Service Clients Auchan en guère plus de 2 semaines et une dizaine d'interlocuteurs différents, j'ai appris que mon dossier était bloqué depuis le 15 décembre dernier mais qu'il était débloqué depuis le 30 donc que je serais remboursé par chèque sous 14 jours à compter de cette date. Bref, ce service me balade de semaine en semaine ! Surtout, il ne respecte pas l'article 6 de ses CGV qui les engage à rembourser sous 14 jours avec le même moyen de paiement que celui utilisé à l'achat (il n'y est d'ailleurs pas précisé 14 jours ouvrés malgré ce qu'il n'arrête pas de proclamer sur sa plateforme téléphonique). Pire, il ne respecte pas la loi qui fixe justement le délai de remboursement à 14 jours maximum ! Je sais compter : 14 + 14 = 28 jours !!!!!!
J'ai reçu le chèque tant attendu hier, grâce à l'intervention d'un directeur du magasin Auchan où je fais mes courses hebdomadaires et dans lequel j'avais passé commande du lave-vaisselle. Si le service client Auchan.fr est incompétent, en revanche mes interlocuteurs en magasin (accueil + direction) ont été désolés, consternés même par ma situation et dévoués : le directeur m'a rappelé aujourd'hui, pendant ses vacances, pour s'enquérir de l'avancée du dossier ! Une histoire qui finit bien, mais que d'énergie dépensée par plusieurs personnes ! Pas étonnant que le groupe Auchan soit en difficultés financières vu l'incompétence caractérisée de la branche Auchan.fr...",2020-01-15T22:02:26.000Z,,
1551,J'ai commandé deux fois un matelas…,1,"J'ai commandé deux fois un matelas bébé. La première fois on m'a annulé ma commande deux semaine après sans me prévenir. Et aujourd'hui de nouveau, on m'annule ma commande sans me proposer une autre solution. 
De plus, impossible de joindre un responsable. On nous promet de se faire rappeler et ça n'arrive jamais. 
Vraiment déçue du service client d'Auchan. Fr

Aujourd'hui j'ai un nourisson qui dort dans un lit adulte car Auchan ne respecte pas ses engagements !",2019-12-18T09:52:54.000Z,,
1552,Arnaque,1,"Je ne suis pas sûre que cela soit utile vu les commentaires déjà bien désastreux mais voilà : nous avons commandé un canapé il y a plus de deux mois. Jamais reçu. Les contacts avec le service client n'ont rien donné, on nous sert à chaque fois une réponse différente avec un ""on vous recontacte dans 48h"" et ne le font jamais. Nous demandons aujourd'hui un remboursement de la commande que Auchan refuse : il faut refuser le colis lors de sa livraison. SAUF QUE LE COLIS N'EST JAMAIS PARTI ET N'A MÊME PAS ÉTÉ PRÉPARÉ. Ils n'ont même pas de contact avec le fournisseur, ils le disent eux-mêmes. J'ai peur que nous n'ayons jamais notre remboursement. Plus jamais !",2019-12-17T22:05:53.000Z,,
1553,NE SURTOUT PAS COMMANDER CHEZ EUX !!,1,"NuL !!!! Ne jamais commander !!! J'ai commandé une poussette pour ma fille je l'es commandé le 8 DÉCEMBRE 2019 ! 
Date de livraison Prévue le 12 DÉCEMBRE 2019 j'en es eu mon 81€ !! Et toujours RIEN REÇU !!!! Et encore moins le remboursement! Et ne savent même pas ou es le colis BRAVO !!",2019-12-17T15:14:05.000Z,,
1554,alors si vous voulez un marchand très…,1,"alors si vous voulez un marchand très mauvais ne pas hésiter!!! vous faites une commande: étape bien gérée évidemment ca va dans leur poche!!!. ensuite vous attendez une livraison à une date mentionnée (soit 5j après) et là rien, le lendemain , rien... 3 j après rien bon donc cette fois vous appelez car il y a forcément un problème... et là, la blague: votre commande n'est même pas en préparation .. ca c'est déja très fort!!! mais encore mieux deux heures après , voila enfin un  mail pour vous dire qu'un article sera manquant mais plus de date de livraison du tout ... bref, je pense que question relation clients et gestion des commande si vous cherchez des incompétents , vous avez trouvés...",2019-12-17T13:53:16.000Z,,
1555,"Minables, incompétents, détestables...",1,"J'ai commandé un article sur le site le 9/12/2019...
Livraison annoncée pour le 14/12/2019...

Aucun contact de leur part pour annoncer une tranche horaire ni pour annoncer qu'il n'y aura pas de livraison possible... (journée perdue à attendre bêtement chez moi...)

Je les contacte ce jour (16/12/2019) à 8h, 14h00 et 18h00... Toujours le même discours (nous en informons l'entrepôt qui prendra 48h pour traiter la commande)...

Ils se moquent de nous en grand format !!

On se croirait revenu au début des SAV... On a l'impression qu'ils découvrent comment fonctionne un SAV...

Je leur demande de m'envoyer un mail de confirmation de livraison, de faire état de notre conversation dans un mail... Mais ils ne font rien à part ""je comprends ce que vous dites, je contacte l'entrepôt pour qu'il traite la commande dans 48h""...",2019-12-16T17:52:47.000Z,,
1556,pas de mot assez fort pour qualifier leur incompétence,1,"Je pense que mauvais n'est pas le terme adéquate, pour qualifier leur incompétence je ne trouve pas de mot assez fort. J'ai fait une commande pour le black Friday' pour être alléchant s'était alléchant, je n'ai jamais reçu celle-ci, j'ai dû faire du harcèlement téléphonique afin que l'on me dise où était ma commande, aucun n'a été capable de me donner une explication correcte me disant : on vous rappellera dans 48 heures, foutaise !!!! on est désolé , Auchan s'excuse.
 Plus jamais je ne commanderai chez eux.
Je déconseille fortement cette enseigne",2019-12-16T12:50:03.000Z,,
1557,Aucun service client,1,"Aucun service client! J'ai jamais vu ça c'est impossible de les contacter, sur leur site ça donne qu'un mail j'ai dû en envoyer une dixaine et pas une seule réponse ! 
Tous les mails doivent finir dans la poubelle.
Souvent des fausses promotions ou pas disponibles en ligne ou magasins.",2019-12-20T13:21:05.000Z,,
1558,LETTRE A LA DIRECTION GÉNÉRALE D'AUCHAN…,1,"LETTRE A LA DIRECTION GÉNÉRALE D'AUCHAN 

Je suis en relation depuis 6 mois avec les services Auchan après avoir acheté un appareil défectueux et je suis effaré de constater l'inertie de ceux-ci. 

Aucune réponse à mes mails, un SAV qui oublie mon dossier et réagit à mes appels après 5 semaines. 

Mon achat concerne un appareil de plus de 1000 € qui a été défectueux des le début 

Je m'adresse à vous pour que vous amelioriez ce service car c'est particulièrement irritant. 

J'ai regardé, hélas après mon achat,  les avis sur les réseaux sociaux et ils sont déplorables. J'ai ai vraiment autre chose à faire qu'à perdre du temps et de l'énergie en les subissant. 

Une grande enseigne devrait veiller à ses clients si elle veut survivre et je vous en prie, fates quelque chose pour y veiller. 

Je vous remercie de votre écoute et n'hesiterai pas a employer tous les moyens pour obtenir gain de cause mais cette inertie est intolérable. 

Avec mes salutations les meilleures.",2019-12-22T20:08:21.000Z,,
1559,"Auchan.fr, un désastre",1,"Un désastre, j'achète pour Noel un vélo pliant électrique et prend l'option livraison à domicile.
Si le délai a été respecté, le produit livré n'ayant l'objet d'aucun contrôle qualité, ne fonctionne pas. La batterie est en effet impossible à mettre sur ""ON"", la serrure étant bloquée, (heureusement, je n'attends pas le jour de Noël pour ouvrir le cadeau et le monter, soit dit en passant, il n'y a aucune notice de montage....)
Jusque là on se dit qu'un produit défectueux cela peut arriver et je téléphone au sévice client (vous noterez que j'ai volontairement omis le ""r""), et là on m'envoie une étiquette retour.
 Or si j'ai pris l'option livraison à domicile, c'est précisément pour ne pas avoir à aller chercher le colis dans un point relai (le colis faisant 25 kilos et étant très encombrant.
le sevice ne veut rien savoir et j'ai dû transporter le colis à pied sous la pluie jusqu'au relai le plus proche.
Auchan.fr sera, comme Capri, dans la chanson d'Hervé Villard, fini , en tout cas pour moi, ma famille et tous ceux, je l'espère, qui liront cet avis.",2019-12-14T15:50:14.000Z,,
1560,Lès caissières ne sont pas toutes…,2,"Lès caissières ne sont pas toutes agréables , parfois on leur dit bonjour et ne répondent même pas ,elles donnent les vignettes a la tête des gens et elles donnent plus aux personnes qu'elles connaissent ça s'est passé devant moi la personne passer juste avant moi a eu plus que moi j'ai fait plus de courses et j'ai payé évidemment plus que le double , et aussi la caissière a pris les bons sortis une fois que j'ai payé et elle les a mis vite fait dans sa poche , c'est inadmissible",2019-12-13T23:51:20.000Z,,
1561,Auchan.fr et son « service clients »... un désastre absolu,1,"A fuir absolument ! Un désastre sur toute la ligne, une incompétence assumée et un mépris total et certain du client.
Achat d’un Expresso broyeur haut de gamme dernier cri chez Auchan.fr à l’occasion du Black Friday 2019.Bon prix, grâce aux -20% proposés ce jour là. Article annoncé comme « livrable sous une à deux semaines », avec 3 ans de garantie (copies d’écran gardés). Je commande donc le matin même. L’article reste listé comme livrable toute la journée sur leur site.
Livraison au bout de 5 jours dans un point relais  à 11 km/h de chez moi alors qu’il y a 2 points relais directement dans ma commune.
Le choc à la réception ! Le produit n’est pas celui commandé, mais un modèle largement dépassé de 2016 et vaguement similaire.
Je contacte le service clients Auchan.fr le soir même. On me raccroche plusieurs fois au nez. Finalement on me fournit un bon de retour de l’article non conforme, que je re-dépose le soir même au point relais. Je rappelle le « service clients » Auchan le lendemain. Plusieurs rappels nécessaires , suivi d’emails de relance, pour m’entendre finalement dire « article plus dispo », « pas de réapprovisionnement prévu », « on vous rembourse ». Je ne suis pas d’accord car le service client du fabricant m’a confirmé entre-temps que le produit est toujours en production, et avec du stock.. Donc Auchan.fr n’aurait aucune difficulté à se procurer et livrer le produit vendu, s’ils voulaient bien s’en donner la peine. J’exige une livraison de l’article commandé sous les 15 jours, car bien sûr entre temps le prix du produit a nettement ré-augmenté chez les autres vendeurs. Et comme c’était un achat pour un cadeau de Noël, je subis un réel préjudice financier à devoir recommander le même produit à un prix maintenant bien plus élevé auprès d’un autre vendeur avant Noël.
Le service client Auchan.fr fait semblant pendant une semaine de rechercher une solution de substitution avec leurs « gestionnaires » , finit par me proposer de livrer à la place et au même prix un Expresso broyeur d’entrée de gamme, encore plus éloigné au niveau des caractéristiques du produit commandé que le produit livré initialement « par erreur » ! Refus bien sûr de ma part. Je prends la peine de leur lister par email les équivalences produit chez le fabricant. Email que leur responsable ne lit même pas. Il me laisse finalement un message sur mon portable m’annonçant que comme j’ai refusé leur proposition, ils ont dû lancer la procédure de remboursement. Donc rupture unilatérale du contrat de vente.
Je vous laisse juge mais je suis personnellement convaincu avec cette mésaventure qu’Auchan.fr propose à la vente des articles qu’ils n’ont pas en stock, ni prévu de réapprovisionner, osent vous livrer ensuite un produit vaguement ressemblant au cas où ça passerait. Si ça ne passe pas, ils essayent finalement de se dégager de leurs obligations de vendeur en ligne par une dernière pirouette toute aussi osée. 
Je pourrais bien sûr mettre le dossier dans les mains d’un tribunal, à ce niveau là d’abus. Je vais probablement m’en tenir à alerter la communauté de ce que peut se permettre ce cvommerçant et bien sûr rayer à tout jamais Auchan et ses sociétés consœurs de la liste pour mes achats, y compris au quotidien.",2019-12-13T23:03:39.000Z,,
1562,Première commande le point relais…,1,Première commande le point relais refuse le colis car il été abîmé alors Auchan me rembourse je recommander le colis mais demande qu'il s'aligne car le produit avais augmenté il se sont aligné alors je recommande le produits au prix que je l'ai commander avec -10e en plus il me propose un autre point relais plus près de chez-moi alors je valide mais malheureusement le point relais n'accepte pas les gros colis alors il mon annulé la commande et normalement le site n'aurais pas du me proposer le point relais pour ma commande alors je rappelle pour qu'il s'aligne de nouveau sur le prix il me dise de commander le produit a 75e et il me feront un alignement du montant sur ma carte fidélité car il ne peuvent pas s'aligner temps que je n'est pas commander alors que la première fois il se sont aligner en m'envoyant un code..Au lieux de faire un achat de 42e je vais faire un achats de 75e sur leur site ou en magasin hors de question de recommander chez eux quand je voie qu'il se foute de la tronche des gens merci Amazon carrefour et cdiscount pour les produit que je n'est pas pris chez Auchan 👍😊,2019-12-13T13:05:48.000Z,,
1563,Attention aux remboursements promis par…,1,"Attention aux remboursements promis par Auchan de la société SLP, jamais honorés. Auchan se décharge complétement de ce problème, je vais déposer une plainte pour publicité mensongère. Iphone acheté le 23/8/19, toujours pas reçu les 30€ promis.",2019-12-12T14:37:30.000Z,,
1564,eh ben..je pense ils sont fort pour…,1,"eh ben..je pense ils sont fort pour vendre,par contre gars a vous,si vous avez la malchance d'avoir commandé un produit défectueux.dans mon il s'agit d'un poêle ,nom sabina,marque Pandero,qui est dangereux,où la tôle se déforme,quand il a chaud,et laisse entrer l'air,donc plus de contrôle sur le feux,ça fais que brûler les bûches en toute vitesse,dégage une grosse chaleur,et n'est pas rassurant. ça fais depuis 1 mois,j'écris et je demande un remboursement. C'est mon seul moyen de chauffage..donc j'ai soit froid,soit peur. Et aucune solution proposé de leur part. Vendre c'est facile...et si jamais il a un feu? car les flemmes sont tout près de l ouverture au dessus du poignet,qui au début ne se fermait même pas.....merci,je suis tellement déçue",2019-12-11T08:00:23.000Z,,
1565,15€ offerts et livraison sur les…,3,"15€ offerts et livraison sur les superbes recettes lors de vos courses Carrefour réalisées via l'application Jow avec le code CSQF4R 
Un délice :) 
Bon appétit!",2019-12-10T18:24:24.000Z,,
1566,L'hypermarché est devenu un magasin de…,1,"L'hypermarché est devenu un magasin de très très bas niveau par rapport
à ce qu'il était vraiment dommage !",2019-12-10T16:08:08.000Z,,
1567,bien peu de produits de la mer disponible un dimanche de décembre,2,"ce dimanche je me suis rendu a auchan faches thumesnil, à 15h30 je souhaitais avoir des huîtres pour un dîner entre amis, Quelle déception.... aucune huître de disponible dans le magasin.... un dimanche de décembre... lamentable
et bien sur aucun responsable à l'accueil du magasin pour s'excuser",2019-12-09T23:33:26.000Z,,
1568,"Tablette QILIVE de très mauvaises qualité,  service après vente nul",1,"Bonjour j'ai acheté une tablette Qilive enfant à ma petite fille le 4 novembre 2019,  sur les conseil du vendeur je prens une Qilive, 
15 jours plus tard elle ne fonctionne plus. Je la rapporte au sevice après vente le 22 novembre. 
On me l'a rend en me disant que c'est le connecteur, que ce n'est pas couvert par la garantie . Je leur dit que c'est un peu "" fort de café ""qu'un matériel neuf, qui a eu 3 ou 4 chargements de batterie soit déjà cassé. Et que l'on peu se poser question sur la qualité du matériel  
Réponse, on peut vous faire un devis à 20 €! . La tablette coûte 85 €, j'essaye d'expliquer que si la réparation devient plus chère que la tablette, ca ne va pas le faire . 
En face de moi  j'ai eu 2 incompétents bornés,  butés,   j'ai eu l'impression d'essayer de discuter avec des portes de prison, de toute évidence ils n'ont aucune compétence,  ce ne sont que des guichetiers. 
J'ai eu quand même  une très belle réflexion d'une des 2 personnes "" c'est du materiel fragile, mon fil en 1 an en a cassé  5 ""merci pour l'information ! "" 
En résumé,  ne pas suivre les conseils des vendeurs d'auchan, ils vous font acheter de la m.....
Le service après vente est d'une incompétence crasse, 
La finalité bien ,triste pour ma petite fille,  et fuir AUCHAN",2019-12-06T20:24:27.000Z,,
1569,Nous avons acheter une tablette début…,1,Nous avons acheter une tablette début novembre  pour notre fille et dix jours plus tard elle ne fonctionne plus elle ne prend plus la charge nous avons de suite était au service après vente de Auchan englos et après deux semaines nous avons eu le verdict ´´´la tablette ne va plus et se n est pas pris en garantie ´´´´´comment dire que la tablette n’a rien mais quelle n est pas garanti,2019-12-06T19:42:58.000Z,,
1570,Le service proposé à Auchan Bagnolet…,1,"Le service proposé à Auchan Bagnolet est de plus en plus déplorable: les mises en rayons changent tous les 3 jours, on passe son temps à chercher un produit, il n'y a AUCUN suivis de produit, ce qu'on achète ne sera plus en rayons quelques jours après pendant plusieurs semaines parfois, disparition pure et simple de la distribution de certains produits alors qu'ils sont sensés être disponible sur le site (je parle ici de DVD vierges notamment, un petit exemple... ). C'est un scandale absolue, plus rien ne fonctionne dans ce supermarché!",2019-12-06T13:44:49.000Z,,
1571,Suite de mon histoire,1,"Suite de mon histoire. Colis jamais reçu, j'en demande le remboursement. Comme je pouvais m'y attendre, ils ne me remboursent pas la totalité du montant prélévé, ils déduisent automatiquement la cagnotte créditée (Waaoh) lors de l'achat qui n'a pas eu lieu car jamais livré. Ils n'ont plus simplement un service de livraison calamiteux mais ils sont également voleurs. Prenez garde, ne faites pas comme moi en faisant confiance. Une fois qu'ils ont pris votre argent, c'est fini, vous pouvez vous brosser pour le reste.",2019-12-06T11:00:18.000Z,,
1572,Poisson  pourri  pourri  ça ma arrive …,1,Poisson  pourri  pourri  ça ma arrive  2 fois  à Auchan  ce soir  des rouges  a 9.99€ je suis  arrivée  chez moi  les les poisson  immangeable ????je suis  retournée  a  Auchan  ( oui monsieur  tu veux  les changer  ou remboursé ???????)alors  que c pas normal  attention  au rayon  poisson  il faut  vérifier  ??????!!!!,2019-12-05T19:35:03.000Z,,
1573,A éviter... A tout prix!,1,"Livraison demandée à proximité et malgré tout livrée à 30 km du domicile.
Travail d’enquête et tous les prestataires s’emmêlent les pinceaux (Auchan, La poste, Chronopost). Finalement, remboursement non demandé après 10 jours de suivi. Plateforme téléphonique à l'étranger qui concède ne pas avoir trouvé d'autres solutions....(Relais à 1,5 km de chez opérable !!!!). Merci au père noël Auchan....Une femme qui pleure, un enfant triste.....  Plus jamais ce magasin........",2019-12-05T19:07:28.000Z,,
1574,Le SAV Auchan une honte!,1,"Bonjour, j'ai acheté une Nintendo switch le 17 novembre 2017 sur le site Auchan.fr.
En panne le 5 août 2019 (plus d'affichage sur TV), appel chez Auchan.fr qui me conseille de l'apporter dans n'importe quel Auchan.
Je l'ai donc confié au SAV d'Auchan HIRSON.
J'ai récupéré une switch reconditionnée le 18 septembre 2019 qui est tombé en panne le 21 octobre 2019(écran noir).
Donc retour au SAV d'Auchan HIRSON, j'ai récupéré une switch reconditionnée le 26 novembre 2019 qui ne fonctionne pas sur la TV.
Je me retrouve donc dans la même situation qu'au mois d'août! Auchan Hirson veut me la renvoyer chez des incapables pour la troisième fois mais j'ai acheté des jeux de switch à mon fils pour Noël.
Pour Auchan.fr la Switch n'est plus garantie(Auchan.fr n'a rien à voir avec Auchan?).
Et Nintendo France ne veut rien faire car je n'ai plus la console qui correspond à ma facture.
Je vous déconseille Auchan pour vos achats de Noël SAV honteux!",2019-12-05T17:08:36.000Z,,
1575,Moyen,3,Moyen en livraison,2019-12-05T15:04:00.000Z,,
1576,Auchan fr c est de l arnaque,1,Auchan fr c est de l arnaque j ai commandé un lit que je n ai jamais recu car ils me l ont livré a 800klm de chez moi une faute de  Auchan bien sûr car moi j ai choisis un point relay a 2klm de mon domicile.le plus beau ça fait3mois que j attend mon remboursement je crois je vais jamais récupérer mes 269 euros.tant pis pour moi,2019-12-04T14:10:00.000Z,,
1577,Garantie console non prise en charge,1,Bonjour à tous ayant acheté une console Nintendo switch il y a 9 mois la console est en toujours garanti je l'ai ramené à Auchan car elle était en panne c'est alors qu'on me dit que la garantie ne fonctionne pas et il faut payer 278 € pour remettre la console en état ma fille a acheté plusieurs jeux quelle ne peux plus jouer avec eux et ils ne veulent rien entendre c'est un SCANDALE HONTEUX SURTOUT N'ACHETEZ PAS DE CONSOLE CHEZ AUCHAN SAINT-QUENTIN FAYET ILS NE PRENNENT EN COMPTE AUCUNE GARANTIE SUR LES CONSOLE SWITCH à vous de faire passer ce message,2019-12-04T11:14:12.000Z,,
1578,Exécrable,1,"Exécrable, aucun contact ni suivi. Allez au diable",2019-12-03T18:24:59.000Z,,
1579,Service Auchan.Fr archi nul,1,"Service Auchan.Fr archi nul , commande effectuée , perdue , après plusieurs relances , j'étais livré. ensuite une autre galère commence pour retourner un article , le produit est retourné et j'attend le remboursement depuis longtemps, à chaque fois il faut tout ré expliquer sans avoir ensuite une réponse satisfaisante..Auchau.fr sont  archi nul dans la vente à distance",2019-12-05T16:22:57.000Z,,
1580,Je regrette de ne pas avoir consulté…,1,Je regrette de ne pas avoir consulté les avis avant de commander. Comme beaucoup ici visiblement un colis commandé et jamais réceptionné. Je n'espère plus que réussir à me faire rembourser. A fuir.,2019-12-02T12:07:44.000Z,,
